DRUG_NAME,TARGET,TARGET_PATHWAY,TCGA_DESC,GDSC_TISSUE_DESCRIPTOR_2,CANCER_TYPE_MATCHING_TCGA_LABEL,SITE,GDSC_TISSUE_DESCRIPTOR_1,AUC
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,kirc,kidney,kirc,kidney,kidney,0.962323
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,skcm,melanoma,skcm,skin,skin,0.966229
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,kirc,kidney,kirc,kidney,kidney,0.981765
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,stad,stomach,stad,stomach,digestive_system,0.886625
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,blca,bladder,blca,urinary_tract,urogenital_system,0.983566
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,brca,breast,brca,breast,breast,0.902814
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,dlbc,b_cell_lymphoma,dlbc,haematopoietic_and_lymphoid_tissue,lymphoma,0.99262
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,skcm,melanoma,skcm,skin,skin,0.986487
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,gbm,glioma,gbm,central_nervous_system,nervous_system,0.982426
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,dlbc,b_cell_lymphoma,dlbc,haematopoietic_and_lymphoid_tissue,lymphoma,0.837644
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,dlbc,b_cell_lymphoma,dlbc,haematopoietic_and_lymphoid_tissue,lymphoma,0.992064
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,hnsc,head and neck,hnsc,upper_aerodigestive_tract,aero_dig_tract,0.912495
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,nb,neuroblastoma,nb,autonomic_ganglia,neuroblastoma,0.982614
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,gbm,glioma,gbm,central_nervous_system,nervous_system,0.951314
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,all,lymphoblastic_leukemia,all,haematopoietic_and_lymphoid_tissue,leukemia,0.9342
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,laml,acute_myeloid_leukaemia,laml,haematopoietic_and_lymphoid_tissue,leukemia,0.99282
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,brca,breast,brca,breast,breast,0.82044
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,lcml,chronic_myeloid_leukaemia,lcml,haematopoietic_and_lymphoid_tissue,leukemia,0.991956
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,kirc,kidney,kirc,kidney,kidney,0.914497
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,ov,ovary,ov,ovary,urogenital_system,0.963789
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.988086
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,prad,prostate,prad,prostate,urogenital_system,0.889671
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,thca,thyroid,thca,thyroid,thyroid,0.981685
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,cesc,cervix,cesc,vulva,urogenital_system,0.96388
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.986117
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,hnsc,head and neck,hnsc,salivary_gland,aero_dig_tract,0.951977
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,thca,thyroid,thca,thyroid,thyroid,0.976586
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,ucec,endometrium,ucec,endometrium,urogenital_system,0.971786
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,thca,thyroid,thca,thyroid,thyroid,0.922592
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,mm,myeloma,mm,haematopoietic_and_lymphoid_tissue,myeloma,0.925128
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,brca,breast,brca,breast,breast,0.796468
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,sclc,lung_small_cell_carcinoma,sclc,lung,lung_sclc,0.956016
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,luad,lung_nsclc_adenocarcinoma,luad,lung,lung_nsclc,0.954703
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,brca,breast,brca,breast,breast,0.983772
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,stad,stomach,stad,stomach,digestive_system,0.895845
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,paad,pancreas,paad,pancreas,pancreas,0.976916
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,paad,pancreas,paad,pancreas,pancreas,0.925122
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,thca,thyroid,thca,thyroid,thyroid,0.96051
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,cesc,cervix,cesc,cervix,urogenital_system,0.986027
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,cesc,cervix,cesc,cervix,urogenital_system,0.979199
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,esca,oesophagus,esca,oesophagus,aero_dig_tract,0.978195
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,esca,oesophagus,esca,oesophagus,aero_dig_tract,0.889071
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,esca,oesophagus,esca,oesophagus,aero_dig_tract,0.97539
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,brca,breast,brca,breast,breast,0.92429
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,ov,ovary,ov,ovary,urogenital_system,0.986402
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,gbm,glioma,gbm,central_nervous_system,nervous_system,0.980418
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,gbm,glioma,gbm,central_nervous_system,nervous_system,0.980092
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,brca,breast,brca,breast,breast,0.856134
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,gbm,glioma,gbm,central_nervous_system,nervous_system,0.961121
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,all,lymphoblastic_leukemia,all,haematopoietic_and_lymphoid_tissue,leukemia,0.873795
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,nb,neuroblastoma,nb,autonomic_ganglia,neuroblastoma,0.981183
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,nb,neuroblastoma,nb,autonomic_ganglia,neuroblastoma,0.981213
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,nb,neuroblastoma,nb,autonomic_ganglia,neuroblastoma,0.968435
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,nb,neuroblastoma,nb,autonomic_ganglia,neuroblastoma,0.976785
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,all,t_cell_leukemia,all,haematopoietic_and_lymphoid_tissue,leukemia,0.776863
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.97443
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,hnsc,head and neck,hnsc,upper_aerodigestive_tract,aero_dig_tract,0.952927
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,hnsc,head and neck,hnsc,upper_aerodigestive_tract,aero_dig_tract,0.981266
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.935841
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,ucec,endometrium,ucec,endometrium,urogenital_system,0.853879
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,skcm,melanoma,skcm,skin,skin,0.990027
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,lusc,lung_nsclc_squamous_cell_carcinoma,lusc,lung,lung_nsclc,0.934675
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,lusc,lung_nsclc_squamous_cell_carcinoma,lusc,lung,lung_nsclc,0.977288
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,luad,lung_nsclc_adenocarcinoma,luad,lung,lung_nsclc,0.914383
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,luad,lung_nsclc_adenocarcinoma,luad,lung,lung_nsclc,0.976275
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,skcm,melanoma,skcm,skin,skin,0.977551
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,thca,thyroid,thca,thyroid,thyroid,0.984648
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,stad,stomach,stad,stomach,digestive_system,0.802661
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,lihc,liver,lihc,liver,digestive_system,0.834597
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,lihc,liver,lihc,liver,digestive_system,0.974067
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,lihc,liver,lihc,liver,digestive_system,0.959508
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,lihc,liver,lihc,liver,digestive_system,0.981515
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,hnsc,head and neck,hnsc,upper_aerodigestive_tract,aero_dig_tract,0.917082
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,esca,oesophagus,esca,oesophagus,aero_dig_tract,0.956179
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,gbm,glioma,gbm,central_nervous_system,nervous_system,0.983331
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,gbm,glioma,gbm,central_nervous_system,nervous_system,0.960905
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,brca,breast,brca,breast,breast,0.981997
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.984982
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,ucec,endometrium,ucec,endometrium,urogenital_system,0.980031
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,cesc,cervix,cesc,cervix,urogenital_system,0.986825
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,nb,neuroblastoma,nb,autonomic_ganglia,neuroblastoma,0.963384
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,lusc,lung_nsclc_squamous_cell_carcinoma,lusc,lung,lung_nsclc,0.962023
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,luad,lung_nsclc_adenocarcinoma,luad,lung,lung_nsclc,0.919412
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,sclc,lung_small_cell_carcinoma,sclc,lung,lung_sclc,0.985326
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,luad,lung_nsclc_adenocarcinoma,luad,lung,lung_nsclc,0.95391
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,sclc,lung_small_cell_carcinoma,sclc,lung,lung_sclc,0.985849
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,luad,lung_nsclc_adenocarcinoma,luad,lung,lung_nsclc,0.898083
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,sclc,lung_small_cell_carcinoma,sclc,lung,lung_sclc,0.987238
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,hnsc,head and neck,hnsc,upper_aerodigestive_tract,aero_dig_tract,0.982536
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,ov,ovary,ov,ovary,urogenital_system,0.962761
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,ov,ovary,ov,ovary,urogenital_system,0.941827
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,ov,ovary,ov,ovary,urogenital_system,0.964019
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,paad,pancreas,paad,pancreas,pancreas,0.978647
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,stad,stomach,stad,stomach,digestive_system,0.936585
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,cesc,cervix,cesc,cervix,urogenital_system,0.986781
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,lihc,liver,lihc,liver,digestive_system,0.982335
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,paad,pancreas,paad,pancreas,pancreas,0.980976
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,paad,pancreas,paad,pancreas,pancreas,0.984531
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,ov,ovary,ov,ovary,urogenital_system,0.749482
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,thca,thyroid,thca,thyroid,thyroid,0.973495
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,skcm,melanoma,skcm,skin,skin,0.974767
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,all,lymphoblastic_leukemia,all,haematopoietic_and_lymphoid_tissue,leukemia,0.992579
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,luad,lung_nsclc_adenocarcinoma,luad,lung,lung_nsclc,0.966789
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,laml,acute_myeloid_leukaemia,laml,haematopoietic_and_lymphoid_tissue,leukemia,0.926717
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,thca,thyroid,thca,thyroid,thyroid,0.9382
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,hnsc,head and neck,hnsc,upper_aerodigestive_tract,aero_dig_tract,0.934678
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,blca,bladder,blca,urinary_tract,urogenital_system,0.888208
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.96563
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,paad,pancreas,paad,pancreas,pancreas,0.973527
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,brca,breast,brca,breast,breast,0.945696
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,brca,breast,brca,breast,breast,0.978701
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,luad,lung_nsclc_adenocarcinoma,luad,lung,lung_nsclc,0.943145
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,brca,breast,brca,breast,breast,0.976844
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,all,t_cell_leukemia,all,haematopoietic_and_lymphoid_tissue,leukemia,0.966598
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,mm,haematopoietic_neoplasm other,mm,haematopoietic_and_lymphoid_tissue,myeloma,0.971966
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,all,t_cell_leukemia,all,haematopoietic_and_lymphoid_tissue,leukemia,0.993674
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,mm,lymphoid_neoplasm other,mm,haematopoietic_and_lymphoid_tissue,myeloma,0.955607
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,dlbc,b_cell_lymphoma,dlbc,haematopoietic_and_lymphoid_tissue,lymphoma,0.854202
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,cesc,cervix,cesc,cervix,urogenital_system,0.990257
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,paad,pancreas,paad,pancreas,pancreas,0.974752
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,lihc,liver,lihc,liver,digestive_system,0.944854
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,lihc,liver,lihc,liver,digestive_system,0.979047
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,brca,breast,brca,breast,breast,0.986333
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,kirc,kidney,kirc,kidney,kidney,0.978117
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,paad,pancreas,paad,pancreas,pancreas,0.982302
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,paad,pancreas,paad,pancreas,pancreas,0.983318
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,unclassified,pancreas,unable to classify,pancreas,pancreas,0.987986
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,esca,oesophagus,esca,oesophagus,aero_dig_tract,0.988226
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,lusc,lung_nsclc_squamous_cell_carcinoma,lusc,lung,lung_nsclc,0.985294
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,lusc,lung_nsclc_squamous_cell_carcinoma,lusc,lung,lung_nsclc,0.98076
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,luad,lung_nsclc_adenocarcinoma,luad,lung,lung_nsclc,0.988769
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,luad,lung_nsclc_adenocarcinoma,luad,lung,lung_nsclc,0.979073
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,luad,lung_nsclc_adenocarcinoma,luad,lung,lung_nsclc,0.877985
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,unclassified,lung_nsclc_not specified,unable to classify,lung,lung_nsclc,0.958351
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,stad,stomach,stad,stomach,digestive_system,0.971005
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,stad,stomach,stad,stomach,digestive_system,0.940643
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,esca,oesophagus,esca,oesophagus,aero_dig_tract,0.90781
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,ov,ovary,ov,ovary,urogenital_system,0.945921
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,paad,pancreas,paad,pancreas,pancreas,0.956234
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,paad,pancreas,paad,pancreas,pancreas,0.974303
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,hnsc,head and neck,hnsc,upper_aerodigestive_tract,aero_dig_tract,0.946514
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,paad,pancreas,paad,pancreas,pancreas,0.963817
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,luad,lung_nsclc_adenocarcinoma,luad,lung,lung_nsclc,0.976714
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,lusc,lung_nsclc_squamous_cell_carcinoma,lusc,lung,lung_nsclc,0.815019
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,hnsc,head and neck,hnsc,upper_aerodigestive_tract,aero_dig_tract,0.914826
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,hnsc,head and neck,hnsc,upper_aerodigestive_tract,aero_dig_tract,0.771015
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,hnsc,head and neck,hnsc,upper_aerodigestive_tract,aero_dig_tract,0.98548
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,sclc,lung_small_cell_carcinoma,sclc,lung,lung_sclc,0.952398
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,ov,ovary,ov,ovary,urogenital_system,0.988216
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,prad,prostate,prad,prostate,urogenital_system,0.882507
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,skcm,melanoma,skcm,skin,skin,0.972113
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,skcm,melanoma,skcm,skin,skin,0.977956
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,skcm,melanoma,skcm,skin,skin,0.940237
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,dlbc,b_cell_lymphoma,dlbc,haematopoietic_and_lymphoid_tissue,lymphoma,0.983713
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,brca,breast,brca,breast,breast,0.988906
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,mm,haematopoietic_neoplasm other,mm,haematopoietic_and_lymphoid_tissue,myeloma,0.991458
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,dlbc,b_cell_lymphoma,dlbc,haematopoietic_and_lymphoid_tissue,lymphoma,0.945921
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,lcml,chronic_myeloid_leukaemia,lcml,haematopoietic_and_lymphoid_tissue,leukemia,0.960019
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,dlbc,b_cell_lymphoma,dlbc,haematopoietic_and_lymphoid_tissue,lymphoma,0.984814
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,mm,haematopoietic_neoplasm other,mm,haematopoietic_and_lymphoid_tissue,myeloma,0.828662
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,lcml,chronic_myeloid_leukaemia,lcml,haematopoietic_and_lymphoid_tissue,leukemia,0.989617
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,brca,breast,brca,breast,breast,0.869799
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,laml,acute_myeloid_leukaemia,laml,haematopoietic_and_lymphoid_tissue,leukemia,0.985175
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,laml,acute_myeloid_leukaemia,laml,haematopoietic_and_lymphoid_tissue,leukemia,0.963616
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,mm,myeloma,mm,haematopoietic_and_lymphoid_tissue,myeloma,0.901684
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,sclc,lung_small_cell_carcinoma,sclc,lung,lung_sclc,0.970736
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,laml,acute_myeloid_leukaemia,laml,haematopoietic_and_lymphoid_tissue,leukemia,0.987247
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,laml,acute_myeloid_leukaemia,laml,haematopoietic_and_lymphoid_tissue,leukemia,0.986567
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,prad,prostate,prad,prostate,urogenital_system,0.975007
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,dlbc,b_cell_lymphoma,dlbc,haematopoietic_and_lymphoid_tissue,lymphoma,0.914706
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,dlbc,b_cell_lymphoma,dlbc,haematopoietic_and_lymphoid_tissue,lymphoma,0.974152
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,dlbc,b_cell_lymphoma,dlbc,haematopoietic_and_lymphoid_tissue,lymphoma,0.721409
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,dlbc,b_cell_lymphoma,dlbc,haematopoietic_and_lymphoid_tissue,lymphoma,0.69203
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,dlbc,b_cell_lymphoma,dlbc,haematopoietic_and_lymphoid_tissue,lymphoma,0.631847
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,dlbc,b_cell_lymphoma,dlbc,ns,lymphoma,0.995708
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,dlbc,b_cell_lymphoma,dlbc,haematopoietic_and_lymphoid_tissue,lymphoma,0.993312
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,dlbc,b_cell_lymphoma,dlbc,haematopoietic_and_lymphoid_tissue,lymphoma,0.977774
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,ov,ovary,ov,ovary,urogenital_system,0.987092
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,ov,ovary,ov,ovary,urogenital_system,0.974763
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,ov,ovary,ov,ovary,urogenital_system,0.959997
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,ov,ovary,ov,ovary,urogenital_system,0.957616
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,ov,ovary,ov,ovary,urogenital_system,0.940182
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,ov,ovary,ov,ovary,urogenital_system,0.96046
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,esca,oesophagus,esca,oesophagus,aero_dig_tract,0.946169
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,esca,oesophagus,esca,oesophagus,aero_dig_tract,0.911994
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,esca,oesophagus,esca,oesophagus,aero_dig_tract,0.856617
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,stad,stomach,stad,stomach,digestive_system,0.963004
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,esca,oesophagus,esca,oesophagus,aero_dig_tract,0.915367
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,esca,oesophagus,esca,oesophagus,aero_dig_tract,0.976573
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,esca,oesophagus,esca,oesophagus,aero_dig_tract,0.965312
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,esca,oesophagus,esca,oesophagus,aero_dig_tract,0.991153
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,luad,lung_nsclc_adenocarcinoma,luad,lung,lung_nsclc,0.974472
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,esca,oesophagus,esca,oesophagus,aero_dig_tract,0.9729
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,kirc,kidney,kirc,kidney,kidney,0.984875
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,kirc,kidney,kirc,kidney,kidney,0.936092
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,mm,myeloma,mm,haematopoietic_and_lymphoid_tissue,myeloma,0.735402
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.89538
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.929895
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.962044
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.97804
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.92497
gsk2110183b,"akt1, akt2, akt3",pi3k/mtor signaling,coread,large_intestine,coad/read,large_intestine,large_intestine,0.915287
gsk626616ac,dyrk1a,"other, kinases",mb,medulloblastoma,mb,central_nervous_system,nervous_system,0.986335
gsk626616ac,dyrk1a,"other, kinases",skcm,melanoma,skcm,skin,skin,0.97228
gsk626616ac,dyrk1a,"other, kinases",blca,bladder,blca,urinary_tract,urogenital_system,0.97724
gsk626616ac,dyrk1a,"other, kinases",blca,bladder,blca,urinary_tract,urogenital_system,0.983448
gsk626616ac,dyrk1a,"other, kinases",blca,bladder,blca,urinary_tract,urogenital_system,0.978474
gsk626616ac,dyrk1a,"other, kinases",cesc,cervix,cesc,cervix,urogenital_system,0.984141
gsk626616ac,dyrk1a,"other, kinases",cesc,cervix,cesc,cervix,urogenital_system,0.988216
gsk626616ac,dyrk1a,"other, kinases",cesc,cervix,cesc,cervix,urogenital_system,0.9845
